Var1,Var2,Freq
427655,TRUE,7
427659,TRUE,3
427672,TRUE,9
427689,TRUE,3
427715,TRUE,4
427716,TRUE,7
427742,TRUE,4
427747,TRUE,7
427755,TRUE,4
427770,TRUE,6
427779,TRUE,6
427799,TRUE,3
427821,TRUE,8
427826,TRUE,9
427834,TRUE,4
427842,TRUE,3
427863,TRUE,8
427877,TRUE,7
427883,TRUE,9
427921,TRUE,6
427929,TRUE,7
427953,TRUE,6
427966,TRUE,9
427977,TRUE,4
427983,TRUE,8
428035,TRUE,9
428068,TRUE,9
428085,TRUE,3
428108,TRUE,6
428111,TRUE,5
428112,TRUE,5
428127,TRUE,9
428160,TRUE,6
428164,TRUE,4
428185,TRUE,4
428187,TRUE,4
428202,TRUE,8
428222,TRUE,7
428249,TRUE,4
428296,TRUE,6
428313,TRUE,6
428334,TRUE,6
428367,TRUE,8
428402,TRUE,9
428426,TRUE,3
428438,TRUE,5
428444,TRUE,7
428447,TRUE,3
428451,TRUE,5
428460,TRUE,4
428475,TRUE,5
428508,TRUE,5
428536,TRUE,9
428587,TRUE,9
428619,TRUE,7
428641,TRUE,6
428653,TRUE,4
428666,TRUE,9
428678,TRUE,3
428707,TRUE,6
428731,TRUE,3
428787,TRUE,7
428789,TRUE,4
428791,TRUE,9
428833,TRUE,9
428848,TRUE,3
428871,TRUE,6
428893,TRUE,8
428903,TRUE,6
428915,TRUE,5
428918,TRUE,3
428991,TRUE,5
428997,TRUE,5
429022,TRUE,4
429039,TRUE,8
429087,TRUE,3
429102,TRUE,8
429108,TRUE,7
429177,TRUE,3
429192,TRUE,3
429201,TRUE,3
429220,TRUE,7
429246,TRUE,5
429256,TRUE,7
429284,TRUE,8
429293,TRUE,5
429297,TRUE,8
429300,TRUE,4
429377,TRUE,6
429400,TRUE,9
429403,TRUE,4
429417,TRUE,5
429507,TRUE,6
429514,TRUE,8
429548,TRUE,8
429564,TRUE,4
429569,TRUE,6
429570,TRUE,9
429579,TRUE,4
429622,TRUE,6
429685,TRUE,8
429687,TRUE,5
429702,TRUE,6
429725,TRUE,8
429727,TRUE,3
429730,TRUE,8
429748,TRUE,5
429755,TRUE,6
429775,TRUE,6
429793,TRUE,8
429815,TRUE,6
429844,TRUE,5
429847,TRUE,4
429867,TRUE,9
429883,TRUE,4
429905,TRUE,5
429920,TRUE,4
429983,TRUE,5
430009,TRUE,9
430011,TRUE,5
430103,TRUE,5
430113,TRUE,7
430145,TRUE,9
430152,TRUE,3
430174,TRUE,6
430201,TRUE,6
430233,TRUE,6
430276,TRUE,3
430277,TRUE,6
430279,TRUE,3
430280,TRUE,6
430292,TRUE,8
430301,TRUE,9
430312,TRUE,6
430337,TRUE,6
430340,TRUE,4
430361,TRUE,3
430370,TRUE,9
430372,TRUE,9
430416,TRUE,6
430436,TRUE,6
430456,TRUE,4
430514,TRUE,4
430522,TRUE,9
430535,TRUE,8
430537,TRUE,6
430538,TRUE,7
430539,TRUE,4
430585,TRUE,3
430595,TRUE,8
430626,TRUE,3
430636,TRUE,4
430675,TRUE,9
430725,TRUE,5
430752,TRUE,8
430770,TRUE,5
430791,TRUE,6
430824,TRUE,5
430897,TRUE,6
430909,TRUE,9
430921,TRUE,6
430936,TRUE,9
430943,TRUE,8
430967,TRUE,3
430986,TRUE,4
430995,TRUE,9
431039,TRUE,8
431060,TRUE,9
431087,TRUE,9
431183,TRUE,5
431191,TRUE,6
431205,TRUE,3
431296,TRUE,7
431327,TRUE,5
431373,TRUE,8
431397,TRUE,7
431426,TRUE,6
431460,TRUE,8
431475,TRUE,9
431487,TRUE,8
431614,TRUE,5
431635,TRUE,9
431642,TRUE,9
431645,TRUE,8
431724,TRUE,7
431725,TRUE,8
431743,TRUE,6
431780,TRUE,4
431783,TRUE,5
431785,TRUE,7
431819,TRUE,8
431833,TRUE,8
431846,TRUE,4
431862,TRUE,8
431883,TRUE,8
431908,TRUE,6
431930,TRUE,8
431953,TRUE,7
431983,TRUE,4
431984,TRUE,8
431999,TRUE,6
432026,TRUE,4
432036,TRUE,4
432049,TRUE,9
432061,TRUE,7
432076,TRUE,8
432098,TRUE,5
432109,TRUE,6
432206,TRUE,6
432220,TRUE,3
432238,TRUE,9
432245,TRUE,3
432258,TRUE,7
432291,TRUE,5
432296,TRUE,8
432318,TRUE,6
432345,TRUE,7
432383,TRUE,8
432426,TRUE,9
432435,TRUE,5
432437,TRUE,5
432454,TRUE,6
432456,TRUE,4
432484,TRUE,9
432583,TRUE,9
432584,TRUE,8
432589,TRUE,7
432595,TRUE,5
432640,TRUE,7
432641,TRUE,3
432666,TRUE,9
432677,TRUE,3
432680,TRUE,6
432703,TRUE,8
432725,TRUE,9
432738,TRUE,3
432740,TRUE,4
432780,TRUE,4
432789,TRUE,5
432794,TRUE,9
432796,TRUE,3
432834,TRUE,7
432850,TRUE,5
432854,TRUE,3
432899,TRUE,9
433036,TRUE,9
433086,TRUE,3
433087,TRUE,4
433111,TRUE,4
433140,TRUE,5
433150,TRUE,6
433166,TRUE,6
433173,TRUE,3
433187,TRUE,5
433190,TRUE,8
433207,TRUE,7
433213,TRUE,6
433217,TRUE,6
433240,TRUE,7
433245,TRUE,7
433259,TRUE,3
433309,TRUE,5
433335,TRUE,7
433336,TRUE,5
433341,TRUE,6
433363,TRUE,9
433502,TRUE,3
433546,TRUE,3
433550,TRUE,6
433609,TRUE,7
433612,TRUE,6
433622,TRUE,3
433639,TRUE,7
433695,TRUE,9
433737,TRUE,6
433739,TRUE,4
433751,TRUE,8
433787,TRUE,3
433793,TRUE,8
433813,TRUE,4
433918,TRUE,4
433921,TRUE,3
433946,TRUE,5
434005,TRUE,6
434022,TRUE,9
434023,TRUE,3
434078,TRUE,5
434102,TRUE,5
434107,TRUE,5
434122,TRUE,7
434146,TRUE,6
434147,TRUE,6
434152,TRUE,5
434164,TRUE,5
434193,TRUE,4
434197,TRUE,6
434213,TRUE,4
434232,TRUE,6
434269,TRUE,9
434277,TRUE,4
434294,TRUE,9
434304,TRUE,3
434338,TRUE,3
434339,TRUE,7
434378,TRUE,5
434389,TRUE,8
434396,TRUE,5
434477,TRUE,7
434488,TRUE,6
434566,TRUE,7
434567,TRUE,3
434581,TRUE,8
434600,TRUE,5
434639,TRUE,6
434690,TRUE,7
434721,TRUE,3
434733,TRUE,6
434738,TRUE,8
434750,TRUE,6
434778,TRUE,9
434791,TRUE,3
434813,TRUE,6
434850,TRUE,9
434853,TRUE,4
434877,TRUE,6
434887,TRUE,6
434896,TRUE,7
434917,TRUE,5
434933,TRUE,4
434959,TRUE,6
435010,TRUE,7
435026,TRUE,7
435030,TRUE,3
435041,TRUE,9
435047,TRUE,6
435075,TRUE,5
435080,TRUE,6
435131,TRUE,8
435168,TRUE,5
435172,TRUE,4
435178,TRUE,3
435212,TRUE,8
435233,TRUE,9
435281,TRUE,9
435290,TRUE,8
435307,TRUE,9
435337,TRUE,9
435355,TRUE,3
435405,TRUE,7
435418,TRUE,3
435457,TRUE,9
435460,TRUE,5
435479,TRUE,9
435504,TRUE,8
435507,TRUE,6
435534,TRUE,6
435539,TRUE,5
435542,TRUE,7
435571,TRUE,6
435579,TRUE,8
435594,TRUE,3
435624,TRUE,3
435646,TRUE,4
435652,TRUE,9
435681,TRUE,4
435701,TRUE,7
435752,TRUE,9
435775,TRUE,6
435807,TRUE,5
435821,TRUE,9
435846,TRUE,9
435871,TRUE,3
435886,TRUE,6
435932,TRUE,5
435986,TRUE,8
436001,TRUE,9
436002,TRUE,5
436010,TRUE,5
436049,TRUE,4
436108,TRUE,9
436131,TRUE,5
436137,TRUE,7
436177,TRUE,4
436190,TRUE,3
436191,TRUE,6
436208,TRUE,7
436210,TRUE,4
436219,TRUE,6
436231,TRUE,4
436235,TRUE,5
436237,TRUE,7
436270,TRUE,8
436342,TRUE,7
436348,TRUE,9
436358,TRUE,9
436363,TRUE,4
436372,TRUE,7
436397,TRUE,6
436428,TRUE,8
436433,TRUE,6
436440,TRUE,5
436457,TRUE,8
436464,TRUE,8
436465,TRUE,4
436485,TRUE,5
436493,TRUE,7
436504,TRUE,7
436582,TRUE,5
436602,TRUE,7
436609,TRUE,8
436618,TRUE,7
436623,TRUE,7
436626,TRUE,8
436632,TRUE,9
436661,TRUE,4
436669,TRUE,5
436693,TRUE,5
436726,TRUE,3
436752,TRUE,4
436819,TRUE,4
436888,TRUE,4
436891,TRUE,7
436922,TRUE,9
436943,TRUE,6
436945,TRUE,9
436959,TRUE,3
436988,TRUE,4
437013,TRUE,5
437059,TRUE,3
437091,TRUE,6
437122,TRUE,8
437127,TRUE,6
437134,TRUE,3
437203,TRUE,8
437207,TRUE,5
437233,TRUE,7
437237,TRUE,9
437240,TRUE,4
437243,TRUE,8
437283,TRUE,7
437292,TRUE,5
437294,TRUE,6
437304,TRUE,4
437327,TRUE,7
437345,TRUE,6
437371,TRUE,4
437391,TRUE,3
437453,TRUE,3
437461,TRUE,7
437476,TRUE,9
437509,TRUE,6
437533,TRUE,4
437601,TRUE,4
437607,TRUE,4
437636,TRUE,9
437650,TRUE,4
437653,TRUE,7
437674,TRUE,8
437676,TRUE,5
437678,TRUE,5
437698,TRUE,6
437711,TRUE,3
437738,TRUE,9
437801,TRUE,8
437804,TRUE,5
437809,TRUE,4
437810,TRUE,6
437849,TRUE,7
437853,TRUE,8
437854,TRUE,6
437864,TRUE,7
437874,TRUE,3
437918,TRUE,8
437929,TRUE,8
438010,TRUE,5
438039,TRUE,8
438047,TRUE,3
438078,TRUE,9
438102,TRUE,4
438174,TRUE,7
438269,TRUE,3
438408,TRUE,6
438411,TRUE,8
438412,TRUE,3
438426,TRUE,5
438441,TRUE,6
438449,TRUE,7
438455,TRUE,7
438461,TRUE,8
438481,TRUE,5
438509,TRUE,6
438548,TRUE,5
438572,TRUE,4
438573,TRUE,3
438636,TRUE,3
438646,TRUE,7
438650,TRUE,8
438657,TRUE,8
438677,TRUE,4
438729,TRUE,7
438743,TRUE,4
438746,TRUE,5
438774,TRUE,4
438775,TRUE,6
438824,TRUE,9
438833,TRUE,9
438865,TRUE,6
438879,TRUE,4
438883,TRUE,5
438956,TRUE,3
438960,TRUE,9
438972,TRUE,6
438998,TRUE,8
439004,TRUE,8
439026,TRUE,9
439037,TRUE,8
439038,TRUE,5
439084,TRUE,3
439101,TRUE,3
439110,TRUE,6
439136,TRUE,4
439160,TRUE,6
439186,TRUE,3
439206,TRUE,4
439288,TRUE,3
439292,TRUE,7
439297,TRUE,5
439314,TRUE,4
439336,TRUE,6
439368,TRUE,5
439377,TRUE,4
439412,TRUE,7
439429,TRUE,4
439440,TRUE,5
439477,TRUE,7
439486,TRUE,5
439495,TRUE,4
439515,TRUE,5
439520,TRUE,7
439569,TRUE,7
439582,TRUE,7
439596,TRUE,5
439612,TRUE,9
439699,TRUE,3
439703,TRUE,6
439724,TRUE,5
439752,TRUE,9
439755,TRUE,3
439773,TRUE,9
439788,TRUE,6
439790,TRUE,8
439835,TRUE,9
439836,TRUE,7
439843,TRUE,7
439856,TRUE,6
439886,TRUE,9
439919,TRUE,6
439933,TRUE,6
439939,TRUE,7
439951,TRUE,7
439980,TRUE,5
440003,TRUE,4
440014,TRUE,6
440024,TRUE,3
440037,TRUE,4
440097,TRUE,6
440125,TRUE,9
440149,TRUE,8
440164,TRUE,6
440203,TRUE,6
440210,TRUE,5
440212,TRUE,6
440219,TRUE,5
440286,TRUE,6
440296,TRUE,5
440317,TRUE,9
440340,TRUE,3
440374,TRUE,6
440408,TRUE,7
440426,TRUE,3
440438,TRUE,5
440454,TRUE,5
440460,TRUE,7
440524,TRUE,8
440530,TRUE,7
440576,TRUE,7
440587,TRUE,9
440590,TRUE,8
440602,TRUE,3
440611,TRUE,7
440616,TRUE,5
440630,TRUE,9
440632,TRUE,8
440683,TRUE,7
440694,TRUE,9
440723,TRUE,3
440734,TRUE,9
440778,TRUE,3
440839,TRUE,7
440855,TRUE,3
440881,TRUE,8
440887,TRUE,7
440932,TRUE,6
440936,TRUE,8
440949,TRUE,3
440950,TRUE,3
440983,TRUE,8
440987,TRUE,4
440993,TRUE,7
441031,TRUE,3
441034,TRUE,8
441040,TRUE,7
441077,TRUE,4
441107,TRUE,3
441128,TRUE,7
441135,TRUE,5
441189,TRUE,9
441222,TRUE,7
441238,TRUE,6
441255,TRUE,6
441265,TRUE,5
441275,TRUE,7
441302,TRUE,3
441340,TRUE,9
441398,TRUE,3
441412,TRUE,3
441435,TRUE,5
441445,TRUE,6
441472,TRUE,4
441474,TRUE,8
441489,TRUE,9
441547,TRUE,8
441573,TRUE,8
441584,TRUE,7
441618,TRUE,5
441644,TRUE,9
441675,TRUE,6
441679,TRUE,5
441690,TRUE,7
441738,TRUE,6
441762,TRUE,3
441802,TRUE,3
441810,TRUE,3
441819,TRUE,5
441859,TRUE,9
441891,TRUE,4
441917,TRUE,4
441920,TRUE,4
441936,TRUE,3
441948,TRUE,3
441971,TRUE,7
441973,TRUE,9
441975,TRUE,3
441982,TRUE,3
441983,TRUE,4
441991,TRUE,4
442004,TRUE,8
442011,TRUE,9
442021,TRUE,5
442031,TRUE,9
442037,TRUE,7
442046,TRUE,9
442060,TRUE,7
442076,TRUE,5
442106,TRUE,7
442133,TRUE,8
442143,TRUE,5
442164,TRUE,6
442222,TRUE,8
442265,TRUE,4
442283,TRUE,6
442306,TRUE,9
442312,TRUE,6
442319,TRUE,6
442328,TRUE,6
442332,TRUE,9
442379,TRUE,9
442410,TRUE,8
442448,TRUE,6
442481,TRUE,3
442484,TRUE,3
442546,TRUE,5
442556,TRUE,7
442559,TRUE,4
442589,TRUE,3
442744,TRUE,4
442760,TRUE,6
442761,TRUE,5
442788,TRUE,6
442798,TRUE,5
442799,TRUE,6
442833,TRUE,8
442858,TRUE,5
442896,TRUE,3
442915,TRUE,4
442916,TRUE,9
442918,TRUE,5
442922,TRUE,4
442934,TRUE,7
442984,TRUE,7
442991,TRUE,3
442992,TRUE,7
442995,TRUE,8
443004,TRUE,9
443009,TRUE,6
443059,TRUE,8
443090,TRUE,6
443107,TRUE,7
443113,TRUE,4
443129,TRUE,7
443133,TRUE,7
443202,TRUE,8
443263,TRUE,7
443271,TRUE,9
443306,TRUE,6
443313,TRUE,4
443319,TRUE,7
443323,TRUE,6
443326,TRUE,7
443347,TRUE,3
443350,TRUE,8
443351,TRUE,7
443380,TRUE,6
443382,TRUE,5
443402,TRUE,3
443425,TRUE,9
443430,TRUE,7
443471,TRUE,9
443480,TRUE,4
443485,TRUE,8
443493,TRUE,4
443500,TRUE,8
443547,TRUE,3
443594,TRUE,4
443599,TRUE,7
443607,TRUE,4
443620,TRUE,5
443634,TRUE,7
443638,TRUE,3
443654,TRUE,9
443663,TRUE,5
443681,TRUE,6
443695,TRUE,8
443713,TRUE,7
443740,TRUE,8
443773,TRUE,4
443774,TRUE,9
443781,TRUE,9
443783,TRUE,3
443790,TRUE,9
443858,TRUE,8
443911,TRUE,8
443930,TRUE,6
443955,TRUE,3
443959,TRUE,8
443996,TRUE,5
444008,TRUE,3
444041,TRUE,4
444042,TRUE,8
444062,TRUE,6
444070,TRUE,8
444074,TRUE,7
444090,TRUE,3
444094,TRUE,8
444139,TRUE,9
444140,TRUE,9
444143,TRUE,4
444173,TRUE,4
444217,TRUE,4
444241,TRUE,9
444244,TRUE,7
444249,TRUE,7
444267,TRUE,7
444280,TRUE,7
444312,TRUE,7
444332,TRUE,8
444341,TRUE,6
444342,TRUE,7
444345,TRUE,3
444380,TRUE,8
444416,TRUE,3
444425,TRUE,7
444453,TRUE,8
444471,TRUE,5
444496,TRUE,6
444506,TRUE,8
444514,TRUE,6
444530,TRUE,7
444550,TRUE,5
444570,TRUE,6
444602,TRUE,6
444646,TRUE,8
444677,TRUE,8
444681,TRUE,8
444712,TRUE,3
444731,TRUE,4
444733,TRUE,6
444782,TRUE,9
444807,TRUE,7
444828,TRUE,3
444837,TRUE,4
444864,TRUE,6
444877,TRUE,5
444903,TRUE,7
444913,TRUE,3
444946,TRUE,6
444950,TRUE,7
444952,TRUE,3
444959,TRUE,9
444973,TRUE,9
444992,TRUE,9
445006,TRUE,3
445028,TRUE,5
445040,TRUE,7
445052,TRUE,6
445084,TRUE,7
445108,TRUE,4
445116,TRUE,8
445117,TRUE,3
445136,TRUE,8
445137,TRUE,9
445141,TRUE,4
445151,TRUE,6
445169,TRUE,7
445184,TRUE,9
445223,TRUE,3
445240,TRUE,4
445260,TRUE,9
445264,TRUE,3
445334,TRUE,3
445346,TRUE,8
445351,TRUE,3
445374,TRUE,7
445383,TRUE,9
445392,TRUE,7
445401,TRUE,9
445421,TRUE,4
445423,TRUE,3
445440,TRUE,9
445460,TRUE,4
445484,TRUE,8
445509,TRUE,8
445543,TRUE,9
445565,TRUE,7
445567,TRUE,3
445600,TRUE,4
445615,TRUE,3
445687,TRUE,8
445705,TRUE,5
445711,TRUE,9
445726,TRUE,7
445730,TRUE,5
445732,TRUE,7
445760,TRUE,8
445811,TRUE,4
445827,TRUE,7
445828,TRUE,5
445843,TRUE,4
445905,TRUE,4
445954,TRUE,8
446025,TRUE,3
446031,TRUE,7
446040,TRUE,5
446050,TRUE,3
446055,TRUE,9
446099,TRUE,6
446132,TRUE,7
446140,TRUE,6
446253,TRUE,6
446260,TRUE,3
446276,TRUE,4
446284,TRUE,8
446294,TRUE,5
446300,TRUE,9
446315,TRUE,6
446323,TRUE,6
446334,TRUE,3
446345,TRUE,5
446360,TRUE,7
446362,TRUE,9
446368,TRUE,7
446374,TRUE,4
446409,TRUE,6
446414,TRUE,8
446448,TRUE,6
446467,TRUE,9
446522,TRUE,7
446530,TRUE,7
446545,TRUE,9
446547,TRUE,4
446582,TRUE,5
446727,TRUE,8
446753,TRUE,6
446814,TRUE,3
446815,TRUE,4
446816,TRUE,5
446848,TRUE,5
446854,TRUE,9
446902,TRUE,4
446920,TRUE,4
446921,TRUE,8
446952,TRUE,7
446976,TRUE,7
446988,TRUE,7
446992,TRUE,9
447040,TRUE,7
447086,TRUE,5
447088,TRUE,8
447101,TRUE,4
447106,TRUE,5
447137,TRUE,5
447150,TRUE,4
447156,TRUE,3
447179,TRUE,3
447184,TRUE,8
447185,TRUE,7
447204,TRUE,7
447245,TRUE,5
447259,TRUE,5
447291,TRUE,3
447308,TRUE,9
447322,TRUE,8
447328,TRUE,5
447329,TRUE,7
447367,TRUE,7
447376,TRUE,6
447392,TRUE,3
447396,TRUE,8
447400,TRUE,6
447464,TRUE,3
447491,TRUE,4
447494,TRUE,3
447533,TRUE,5
447597,TRUE,5
447609,TRUE,7
447616,TRUE,9
447620,TRUE,9
447631,TRUE,7
447671,TRUE,5
447673,TRUE,6
447706,TRUE,6
447764,TRUE,4
447766,TRUE,6
447775,TRUE,9
447780,TRUE,7
447818,TRUE,3
447825,TRUE,8
447827,TRUE,6
447828,TRUE,4
447833,TRUE,5
447839,TRUE,4
447866,TRUE,3
447898,TRUE,8
447900,TRUE,8
447916,TRUE,8
447921,TRUE,6
447954,TRUE,3
447955,TRUE,6
448029,TRUE,4
448039,TRUE,8
448104,TRUE,8
448130,TRUE,4
448152,TRUE,6
448154,TRUE,4
448163,TRUE,7
448176,TRUE,8
448208,TRUE,4
448252,TRUE,4
448271,TRUE,5
448296,TRUE,6
448312,TRUE,4
448322,TRUE,5
448338,TRUE,9
448339,TRUE,5
448387,TRUE,4
448416,TRUE,6
448428,TRUE,9
448437,TRUE,5
448449,TRUE,9
448455,TRUE,7
448477,TRUE,8
448503,TRUE,3
448548,TRUE,9
448557,TRUE,5
448585,TRUE,9
448628,TRUE,6
448642,TRUE,3
448674,TRUE,4
448684,TRUE,4
448687,TRUE,6
448714,TRUE,7
448731,TRUE,6
448767,TRUE,4
448804,TRUE,8
448822,TRUE,7
448824,TRUE,9
448871,TRUE,8
448908,TRUE,7
448958,TRUE,8
448993,TRUE,4
448994,TRUE,7
448995,TRUE,6
449005,TRUE,5
449011,TRUE,9
449016,TRUE,6
449024,TRUE,7
449038,TRUE,4
449059,TRUE,5
449060,TRUE,7
449070,TRUE,4
449136,TRUE,6
449143,TRUE,4
449194,TRUE,5
449243,TRUE,7
449247,TRUE,6
449286,TRUE,6
449316,TRUE,8
449319,TRUE,9
449320,TRUE,4
449359,TRUE,7
449361,TRUE,5
449362,TRUE,7
449395,TRUE,8
449413,TRUE,5
449417,TRUE,9
449425,TRUE,7
449451,TRUE,8
449466,TRUE,7
449536,TRUE,7
449549,TRUE,3
449566,TRUE,6
449604,TRUE,5
449630,TRUE,5
449647,TRUE,7
449653,TRUE,6
449660,TRUE,4
449661,TRUE,4
449678,TRUE,6
449680,TRUE,7
449692,TRUE,9
449697,TRUE,3
449706,TRUE,4
449748,TRUE,7
449753,TRUE,6
449766,TRUE,7
449767,TRUE,6
449777,TRUE,8
449778,TRUE,4
449785,TRUE,4
449847,TRUE,5
449857,TRUE,5
449859,TRUE,7
449866,TRUE,6
449871,TRUE,9
449875,TRUE,5
449889,TRUE,3
449909,TRUE,3
449929,TRUE,7
449950,TRUE,9
449967,TRUE,7
449981,TRUE,9
450034,TRUE,7
450121,TRUE,3
450128,TRUE,5
450129,TRUE,5
450131,TRUE,6
450141,TRUE,5
450145,TRUE,4
450202,TRUE,9
450205,TRUE,8
450211,TRUE,8
450242,TRUE,6
450304,TRUE,8
450324,TRUE,7
450340,TRUE,5
450372,TRUE,9
450378,TRUE,3
450389,TRUE,5
450403,TRUE,3
450427,TRUE,9
450454,TRUE,8
450469,TRUE,8
450483,TRUE,8
450521,TRUE,8
450595,TRUE,8
450597,TRUE,3
450598,TRUE,4
450599,TRUE,3
450602,TRUE,7
450604,TRUE,9
450610,TRUE,7
450617,TRUE,7
450649,TRUE,9
450668,TRUE,3
450686,TRUE,6
450700,TRUE,3
450724,TRUE,9
450731,TRUE,7
450732,TRUE,6
450775,TRUE,4
450791,TRUE,9
450837,TRUE,6
450839,TRUE,4
450845,TRUE,7
450891,TRUE,7
450981,TRUE,4
450982,TRUE,3
450990,TRUE,4
450994,TRUE,3
451001,TRUE,8
451003,TRUE,8
451031,TRUE,5
451041,TRUE,5
451077,TRUE,8
451087,TRUE,5
451094,TRUE,7
451098,TRUE,8
451134,TRUE,6
451148,TRUE,4
451151,TRUE,6
451192,TRUE,3
451198,TRUE,7
451207,TRUE,7
451211,TRUE,5
451300,TRUE,3
451315,TRUE,6
451329,TRUE,6
451358,TRUE,3
451408,TRUE,3
451423,TRUE,3
451453,TRUE,7
451491,TRUE,7
451597,TRUE,3
451604,TRUE,6
451611,TRUE,3
451640,TRUE,6
451652,TRUE,5
451656,TRUE,8
451681,TRUE,3
451699,TRUE,6
451707,TRUE,6
451709,TRUE,6
451769,TRUE,5
451797,TRUE,4
451824,TRUE,5
451835,TRUE,6
451878,TRUE,3
451896,TRUE,8
451938,TRUE,6
451959,TRUE,7
452042,TRUE,3
452057,TRUE,3
452069,TRUE,8
452073,TRUE,5
452107,TRUE,4
452110,TRUE,8
452129,TRUE,7
452133,TRUE,4
452136,TRUE,9
452144,TRUE,3
452147,TRUE,6
452156,TRUE,5
452158,TRUE,3
452203,TRUE,9
452222,TRUE,6
452231,TRUE,3
452242,TRUE,5
452249,TRUE,9
452260,TRUE,4
452274,TRUE,4
452282,TRUE,3
452295,TRUE,8
452303,TRUE,6
452320,TRUE,4
452362,TRUE,4
452370,TRUE,8
452439,TRUE,8
452450,TRUE,3
452463,TRUE,4
452471,TRUE,8
452497,TRUE,4
452507,TRUE,9
452553,TRUE,8
452561,TRUE,7
452575,TRUE,6
452581,TRUE,6
452598,TRUE,3
452605,TRUE,9
452636,TRUE,6
452646,TRUE,6
452647,TRUE,5
452679,TRUE,4
452732,TRUE,5
452742,TRUE,7
452758,TRUE,6
452770,TRUE,6
452784,TRUE,7
452968,TRUE,6
452983,TRUE,5
453018,TRUE,9
453043,TRUE,4
453064,TRUE,9
453121,TRUE,6
453136,TRUE,7
453165,TRUE,7
453183,TRUE,9
453192,TRUE,8
453214,TRUE,8
453217,TRUE,7
453253,TRUE,6
453261,TRUE,9
453280,TRUE,6
453295,TRUE,3
453301,TRUE,7
453366,TRUE,3
453367,TRUE,3
453371,TRUE,8
453414,TRUE,8
453420,TRUE,9
453461,TRUE,4
453478,TRUE,5
453479,TRUE,7
453485,TRUE,6
453491,TRUE,4
453495,TRUE,9
453567,TRUE,4
453577,TRUE,3
453588,TRUE,6
453634,TRUE,3
453653,TRUE,5
453684,TRUE,4
453705,TRUE,3
453760,TRUE,7
453762,TRUE,5
453787,TRUE,6
453807,TRUE,9
453826,TRUE,7
453839,TRUE,3
453858,TRUE,8
453874,TRUE,5
453895,TRUE,9
453896,TRUE,3
453905,TRUE,6
453912,TRUE,4
453941,TRUE,4
453993,TRUE,4
454005,TRUE,7
454079,TRUE,7
454080,TRUE,6
454087,TRUE,4
454112,TRUE,3
454164,TRUE,4
454194,TRUE,4
454239,TRUE,9
454265,TRUE,6
454273,TRUE,9
454277,TRUE,4
454291,TRUE,3
454339,TRUE,3
454366,TRUE,9
454387,TRUE,9
454388,TRUE,4
454389,TRUE,5
454414,TRUE,8
454459,TRUE,3
454486,TRUE,5
454488,TRUE,5
454504,TRUE,4
454528,TRUE,4
454541,TRUE,5
454544,TRUE,6
454581,TRUE,4
454588,TRUE,5
454664,TRUE,3
454674,TRUE,9
454677,TRUE,4
454690,TRUE,6
454729,TRUE,7
454758,TRUE,6
454768,TRUE,7
454791,TRUE,6
454813,TRUE,3
454814,TRUE,4
454834,TRUE,7
454857,TRUE,3
454859,TRUE,4
454887,TRUE,3
454888,TRUE,7
454892,TRUE,3
454938,TRUE,7
454949,TRUE,7
454980,TRUE,9
454987,TRUE,6
455006,TRUE,9
455022,TRUE,3
455039,TRUE,4
455094,TRUE,8
455097,TRUE,8
455114,TRUE,4
455136,TRUE,9
455160,TRUE,6
455168,TRUE,5
455169,TRUE,6
455173,TRUE,9
455193,TRUE,8
455198,TRUE,6
455218,TRUE,5
455238,TRUE,8
455255,TRUE,7
455269,TRUE,8
455273,TRUE,6
455327,TRUE,4
455339,TRUE,7
455378,TRUE,3
455384,TRUE,9
455425,TRUE,5
455426,TRUE,9
455444,TRUE,6
455484,TRUE,5
455494,TRUE,4
455511,TRUE,7
455558,TRUE,8
455563,TRUE,6
455566,TRUE,8
455573,TRUE,9
455574,TRUE,8
455587,TRUE,6
455637,TRUE,5
455643,TRUE,9
455658,TRUE,7
455663,TRUE,7
455692,TRUE,9
455696,TRUE,6
455727,TRUE,6
455748,TRUE,3
455771,TRUE,9
455814,TRUE,8
455845,TRUE,7
455874,TRUE,6
455875,TRUE,4
455888,TRUE,9
455914,TRUE,6
455929,TRUE,9
455976,TRUE,7
455994,TRUE,8
456004,TRUE,4
456006,TRUE,5
456025,TRUE,7
456072,TRUE,8
456105,TRUE,6
456108,TRUE,9
456117,TRUE,6
456119,TRUE,5
456122,TRUE,7
456123,TRUE,9
456139,TRUE,8
456197,TRUE,7
456199,TRUE,5
456244,TRUE,8
456253,TRUE,4
456285,TRUE,9
456303,TRUE,3
456315,TRUE,8
456344,TRUE,6
456395,TRUE,3
456442,TRUE,5
456512,TRUE,9
456513,TRUE,8
456576,TRUE,6
456603,TRUE,9
456653,TRUE,7
456657,TRUE,4
456687,TRUE,5
456694,TRUE,7
456702,TRUE,6
456713,TRUE,5
456741,TRUE,3
456744,TRUE,8
456759,TRUE,4
456763,TRUE,7
456786,TRUE,3
456787,TRUE,3
456804,TRUE,9
456824,TRUE,3
456905,TRUE,8
456970,TRUE,7
457001,TRUE,4
457004,TRUE,5
457062,TRUE,9
457092,TRUE,8
457095,TRUE,8
457107,TRUE,7
457160,TRUE,8
457161,TRUE,8
457185,TRUE,4
457196,TRUE,5
457197,TRUE,9
457201,TRUE,8
